ts,equity,mode,bias,active_bias,reason,price,adx15,ema9,ema21,rsi5,atr5,vol,vol_sma,don_hi,don_lo,vol_regime,atr_pct15,atrp_low,atrp_high
2026-03-06T10:33:19.137291+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:33:29.704766+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:33:40.089413+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:33:51.112953+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:34:01.984335+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:34:12.689789+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:34:23.617028+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:34:34.162168+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:34:44.714899+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:34:55.302089+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:35:08.812642+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:35:19.581590+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:35:30.516839+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:35:41.061689+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:35:52.096264+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:36:03.146169+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:36:13.848651+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:36:24.724351+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
